"code","address","city","state","zip","square_footage","year_opened","county_fips","county_name","description","placenames","oc_formatted","oc_lat","oc_lng"
"STX7","2214 Corner Ridge","San Antonio","Texas","78219",251600,2021,48029,"Bexar","Mini Fulfillment Center / Amazon Fresh / Delivery Station for San Antonio with Same Day Delivery Service within 45 Minutes Drive Time. Sq Ft is an estimate.","2214 Corner Ridge, San Antonio, Texas, 78219","Corner Ridge, San Antonio, TX 78219, United States of America",29.4477176,-98.3913188
"SAT3","6806 Cal Turner Drive","San Antonio","Texas","78220",750000,2022,48029,"Bexar","Small Sortable 4-Story DC Project Star","6806 Cal Turner Drive, San Antonio, Texas, 78220","Cal Turner Drive, San Antonio, TX 78219, United States of America",29.4277564,-98.3593327
"SAT4","10384 W US Hwy 90","San Antonio","Texas","78245-9512",1005000,2021,48029,"Bexar","Non-Sortable Fulfillment Center West of San Antonio","10384 W US Hwy 90, San Antonio, Texas, 78245-9512","W US Hwy 90, San Antonio, TX, United States of America",29.379227,-98.712425
"STX6","1316 New Meister Ln #200","Pflugerville","Texas","78660",150000,2021,48453,"Travis","Mini Fulfillment Center / Amazon Fresh / Delivery Station for Austin with Same Day Delivery Service within 45 Minutes Drive Time. Sq Ft is an estimate","1316 New Meister Ln #200, Pflugerville, Texas, 78660","New Meister Lane, Pflugerville, TX 78664, United States of America",30.4810759,-97.6191748
"AUS2","2000 E Pecan Street Pflugerville","Austin","Texas","78660",823600,2021,48453,"Travis","Small Sortable Project Charm","2000 E Pecan Street Pflugerville, Austin, Texas, 78660","Pecan St E, Pflugerville, TX, United States of America",30.435357,-97.611286
"SAT2","1401 East McCarty Lane","San Marcos","Texas","78666-8969",855000,2016,48209,"Hays","Small Sortable Facility Investment $191 Million","1401 East McCarty Lane, San Marcos, Texas, 78666-8969","Amazon SAT2, 1401 East McCarty Lane, San Marcos, TX 78666, United States of America",29.8373207,-97.9629487
"SAT6","1346 Fortuna Rd","San Marcos","Texas","78666",1005000,2021,48209,"Hays","Non-Sortable Fulfillment Center and Delivery Station","1346 Fortuna Rd, San Marcos, Texas, 78666","Fortuna Road, San Marcos, TX, United States of America",29.9324271,-97.8758177
"PAU2","4500 S Pleasant Valley Road, Ste 201","Austin","Texas","78744",162200,2020,48453,"Travis","Amazon Pharmacy #002 - PillPack Phoenix Distribution Center","4500 S Pleasant Valley Road, Ste 201, Austin, Texas, 78744","South Pleasant Valley Road, Austin, TX 78744, United States of America",30.183195,-97.7453472
"AMA1","2395 N Lakeside Drive ","Amarillo","Texas","79118",1000000,2022,48381,"Randall","Non-Sortable Fulfillment Center Amarillo","2395 N Lakeside Drive , Amarillo, Texas, 79118","2395 North Lakeside Drive, Amarillo, TX 79108, United States of America",35.231242,-101.7417363
"ELP1","12101 Emerald Pass Drive","El Paso","Texas","79928-7808",625000,2021,48141,"El Paso","5-story Small Sortable FC Project William Unit One","12101 Emerald Pass Drive, El Paso, Texas, 79928-7808","Emerald Pass Dr, El Paso, TX, United States of America",31.697282,-106.223131
"DEN8","20500 E Colfax Ave","Aurora","Colorado","80018",1200000,2022,8005,"Arapahoe","Role of Facility TBD","20500 E Colfax Ave, Aurora, Colorado, 80018","East Colfax Avenue, Aurora, CO 80018, United States of America",39.7397883,-104.6963226
"DEN2","22205 E 19th Avenue","Aurora","Colorado","80019",1000000,2017,8001,"Adams","Large Non-Sortable 1.000 associates","22205 E 19th Avenue, Aurora, Colorado, 80019","Amazon DEN2, 22205 East 19th Avenue, Aurora, CO 80019, United States of America",39.7461445,-104.7259895
"DEN7/HDE2","22300 E 26th Ave","Aurora","Colorado","80019",555800,2021,8001,"Adams","DEN7 is a Large Non-Sortable FC. HDE2 is a co-located Heavy/Bulky Delivery Station","22300 E 26th Ave, Aurora, Colorado, 80019","Amazon DEN7, 22300 East 26th Avenue, Aurora, CO 80019, United States of America",39.7521034,-104.7271805
"DEN3/COS1","14601 Grant Street","Thornton","Colorado","80023",855000,2018,8014,"Broomfield","Sortable 1.500 associates","14601 Grant Street, Thornton, Colorado, 80023","Amazon DEN3, 14601 Grant Street, Thornton, CO 80023, United States of America",39.9608062,-104.9851856
"SCO1","6050 Washington Street","Denver","Colorado","80216-1285",159300,2021,8031,"Denver","Mini Fulfillment Center/ Amazon Fresh / Delivery Station for Denver. Same Day Delivery Service within 45 minutes Drive Time","6050 Washington Street, Denver, Colorado, 80216-1285","6050 Washington Street, North Washington, Denver, CO 80216, United States of America",39.8070134,-104.9751162
"","SW Corner County Road 30 and 1-25","Loveland","Colorado","80528",800000,2023,8069,"Larimer","Facility not yet confirmed. 3-story Small Sortable FC. Under Protest.","SW Corner County Road 30 and 1-25, Loveland, Colorado, 80528","Fort Collins, Colorado, United States of America",40.483937,-104.96642
"DEN4","4222 Integration Loop","Colorado Springs","Colorado","80916-5766",640000,2021,8041,"El Paso","Project Rodeo. 5-story Small Sortable FC. Not yet confirmed","4222 Integration Loop, Colorado Springs, Colorado, 80916-5766","Integration Loop, Colorado Springs, CO 80911, United States of America",38.779251,-104.7107145
"BOI2","5295 East Franklin Road","Nampa","Idaho","83687-5548",650000,2020,16027,"Canyon","Project Bronco. Small Sortable. Project delayed 12 -18 months.","5295 East Franklin Road, Nampa, Idaho, 83687-5548","Amazon BOI2, 5295 East Franklin Road, Nampa, ID 83687, United States of America",43.6033664,-116.4988784
"","6259 S Pleasant Valley Road","Nampa","Idaho","83709",1082300,2023,16001,"Ada","Large Non-Sortable FC. Project Dove. Not yet confirmed.","6259 S Pleasant Valley Road, Nampa, Idaho, 83709","Valley St, Boise, ID, United States of America",43.553863,-116.324318
"SLC2","7148 Old Bingham Highway","West Jordan","Utah","84081",100000,2020,49035,"Salt Lake","Non-Sortable Fulfillment Center in Salt Lake City. 1.100 Associates.","7148 Old Bingham Highway, West Jordan, Utah, 84081","Old Bingham Highway, West Jordan, UT 84081, United States of America",40.5707585,-112.0264728
"SLC4","770 South Gladiola Suite 500","Salt Lake City","Utah","84104",638000,2019,49035,"Salt Lake","Specialty Merchandise by Amazon (Private Label)","770 South Gladiola Suite 500, Salt Lake City, Utah, 84104","Gladiola St, Salt Lake City, UT, United States of America",40.754155,-111.972188
"SLC1","777 N 5600 West","Salt Lake City","Utah","84116",855000,2018,49035,"Salt Lake","Small Sortable 3.900 associates","777 N 5600 West, Salt Lake City, Utah, 84116","N 5600 W, Salt Lake City, UT, United States of America",40.78546,-112.025156
"SLC3/HSL1","355 N John Glenn Road","Salt Lake City","Utah","84116-4413",503200,2019,49035,"Salt Lake","SLC3 is a Non-Sortable Fulfillment Center in Salt Lake City HSL9 is a Heavy/Bulky Delivery Station.","355 N John Glenn Road, Salt Lake City, Utah, 84116-4413","John Glenn Rd, Salt Lake City, UT, United States of America",40.77879,-112.036227
"SUT1","6338 W 700 North","Salt Lake City","Utah","84116",150000,2021,49035,"Salt Lake","Mini Fulfillment Center / Amazon Fresh / Delivery Station for Salt Lake City. Same Day Service Within 45 Minute Drive Time.","6338 W 700 North, Salt Lake City, Utah, 84116","West 700 North, Salt Lake City, UT 84116, United States of America",40.784443,-111.9126526
"PPX2","3809 E Watkins St Maricopa","Phoenix","Arizona","85034",129500,NA,4013,"Maricopa","Amazon Pharmacy #002 - PillPack Phoenix Distribution Center","3809 E Watkins St Maricopa, Phoenix, Arizona, 85034","3809 East Watkins Street, Phoenix, AZ 85034, United States of America",33.4241168,-111.9994375
"SAZ1/VAZ1/HPX1","3333 S 7th St","Phoenix","Arizona","85040-1182",149200,2019,4013,"Maricopa","SAZ1 is a Mini Fulfillment Center / Amazon Fresh / Delivery Station for Phoenix Same Day Delivery Service within 45 minutes Drive Time HPX1 is a Heavy/Bulky Delivery Station for Phoenix","3333 S 7th St, Phoenix, Arizona, 85040-1182","Amazon SAZ1, 3333 South 7th Street, Phoenix, AZ 85040, United States of America",33.4161601,-112.0634144
"XUSH","7037 West Van Buren Street","Phoenix","Arizona","85043-3313",543400,2015,4013,"Maricopa","Large Non-Sortable EC Run by 3PL XPO Logistics","7037 West Van Buren Street, Phoenix, Arizona, 85043-3313","7037 West Van Buren Street, Phoenix, AZ 85043, United States of America",33.4515836,-112.2108633
"PHX6/TFC1","4750 & 5050 West Mohave Street","Phoenix","Arizona","85043-8305",120560,2010,4013,"Maricopa","Large Sortable Fulfillment Center in one half of the building Small Sortable Fulfillment Center in the other half","4750 & 5050 West Mohave Street, Phoenix, Arizona, 85043-8305","W Mohave St, Phoenix, AZ, United States of America",33.431184,-112.156568
"PHX7/PHX8/TEN3","800 N 75th Ave","Phoenix","Arizona","85043-3101",1267100,2011,4013,"Maricopa","PHX7 is Large Non-Sortable","800 N 75th Ave, Phoenix, Arizona, 85043-3101","Amazon PHX7, 800 North 75th Avenue, Phoenix, AZ 85043, United States of America",33.4570785,-112.2253997
"TUS1","5333 West Lower Buckeye Rd","Phoenix","Arizona","85043",473200,2017,4013,"Maricopa","Returns Facility","5333 West Lower Buckeye Rd, Phoenix, Arizona, 85043","Amazon TUS1, 5333 West Lower Buckeye Road, Phoenix, AZ 85043, United States of America",33.4209106,-112.175888
"AZA4/HPX2","3333 S 59th Ave","Phoenix","Arizona","85043",554000,2020,4013,"Maricopa","Large Non-Sortable FC. HPX2 is a co- located heavy/bulky delivery station.","3333 S 59th Ave, Phoenix, Arizona, 85043","Amazon AZA4, 3333 South 59th Avenue, Phoenix, AZ 85043, United States of America",33.4170191,-112.1842743
"GYR3/KRB3","8181 W Roosevelt St","Phoenix","Arizona","85043-2356",110000,2020,4013,"Maricopa","GYR3 is a Large Non-Sortable FC. KRB3 is an Amazon Kariba FC (Amazon Basics line of products).","8181 W Roosevelt St, Phoenix, Arizona, 85043-2356","Amazon GYR3, 8181 West Roosevelt Street, Phoenix, AZ 85043, United States of America",33.4575099,-112.2333065
"PHX3","6835 West Buckeye Road","Phoenix","Arizona","85043-4428",1009400,2007,4013,"Maricopa","Legacy Sortable Fulfillment Center Originally opened at 605.000 Sq. Ft and expanded by 400,000 Sq Ft in Dec. 2011","6835 West Buckeye Road, Phoenix, Arizona, 85043-4428","Amazon PHX3, 6835 West Buckeye Road, Phoenix, AZ 85043, United States of America",33.4333242,-112.2077965
"","N side of Pecos Rd between Sossaman & Ellsworth","Mesa","Arizona","85212",635000,2023,4013,"Maricopa","Small Sortable 5-story fulfillment center. Project Thunderbird. Not confirmed yet.","N side of Pecos Rd between Sossaman & Ellsworth, Mesa, Arizona, 85212","Mesa, Arizona, United States of America",33.368263,-111.635998
"GYR4","10205 W Roosevelt St","Avondale","Arizona","85323",242500,2020,4013,"Maricopa","Specialty Merch by Amazon (print on demand service that prints and sells designs uploaded on the internet)","10205 W Roosevelt St, Avondale, Arizona, 85323","West Roosevelt Street, Avondale, AZ 85323, United States of America",33.4569479,-112.305483
"PHX5","16920 W Commerce Dr","Goodyear","Arizona","85338-3620",820400,2008,4013,"Maricopa","Large Non-Sortable Fulfillment Center. Originally opened as PHX4 Delayed Allocation facility at 800.000 Sq. Ft. and expanded to 1.2 Million Sq. Ft by adding 2 x 230,000 sq ft mezzanines in 2011","16920 W Commerce Dr, Goodyear, Arizona, 85338-3620","Amazon PHX5, 16920 West Commerce Drive, Goodyear, AZ 85338, United States of America",33.4121535,-112.4219521
"GYR1","605 143rd Avenue","Goodyear","Arizona","85338",855000,2020,4013,"Maricopa","Amazon Robotics Sortable 4-Story building","605 143rd Avenue, Goodyear, Arizona, 85338","South 143rd Avenue, Goodyear, AZ, United States of America",33.3806254,-112.3683732
"ATS3","8601 W Jefferson St Suite 300","Tolleson","Arizona","85353",184100,2021,4013,"Maricopa","Role of Facility TBD.","8601 W Jefferson St Suite 300, Tolleson, Arizona, 85353","8601 West Jefferson Street, Tolleson, AZ 85353, United States of America",33.4457042,-112.2449891
"PHX9","777 S 79th Ave","Tolleson","Arizona","85353-3140",NA,2015,4013,"Maricopa","PHX9 is a Seasonal Supplemental FC within a Pepsi/Quaker building.","777 S 79th Ave, Tolleson, Arizona, 85353-3140","Amazon PHX9, 777 South 79th Avenue, Phoenix, AZ 85353, United States of America",33.4410429,-112.2272822
"TUS2","6701 S Kolb Road","Tucson","Arizona","85756",857400,2020,4019,"Pima","Small Sortable Also processes returns, light assembly. 3-D printing and direct product pickup by customers from automated kiosks","6701 S Kolb Road, Tucson, Arizona, 85756","Amazon TUS2, 6701 South Kolb Road, South Tucson, Pima County, AZ 85756, United States of America",32.1299359,-110.8386483
"ABQ1","701 Atrisco Vista Blvd","Albuquerque","New Mexico","87120",650000,2021,35001,"Bernalillo","Small Sortable","701 Atrisco Vista Blvd, Albuquerque, New Mexico, 87120","Amazon ABQ1, 701 Atrisco Vista Boulevard Northwest, Albuquerque, NM 87120, United States of America",35.0807372,-106.8044848
"LAS2","3837 Bay Lake Trail Suite 111","North Las Vegas","Nevada","89030-4428",283900,2008,32003,"Clark","Amazon Pantry (FDFC) Return Center","3837 Bay Lake Trail Suite 111, North Las Vegas, Nevada, 89030-4428","3837 Bay Lake Trail, North Las Vegas, NV 89030, United States of America",36.2275416,-115.1032291
"LAS6","4550 Nexus Way","North Las Vegas","Nevada","89081",813100,2017,32003,"Clark","Large Non-Sortable","4550 Nexus Way, North Las Vegas, Nevada, 89081","East Nexus Way, North Las Vegas, NV 89165, United States of America",36.2618445,-115.0787875
"LAS7","6001 E Tropical Parkway","North Las Vegas","Nevada","89115",855000,2019,32003,"Clark","Small Sortable. Amazon Fresh is Likely in this Building as well.","6001 E Tropical Parkway, North Las Vegas, Nevada, 89115","East Tropical Parkway, North Las Vegas, NV 89115, United States of America",36.2689153,-115.0231499
"LAS8/LAS9","5801 N Nicco Way","North Las Vegas","Nevada","89115",341300,2020,32003,"Clark","Merch by Amazon and Print on Demand.","5801 N Nicco Way, North Las Vegas, Nevada, 89115","North Nicco Way, North Las Vegas, NV 89115, United States of America",36.2626289,-115.0478469
"IVSE","2951 Marion Drive Unit 101","North Las Vegas","Nevada","89115",475000,2018,32003,"Clark","Specialty Small and Light Products","2951 Marion Drive Unit 101, North Las Vegas, Nevada, 89115","Marion Dr, Las Vegas, NV, United States of America",36.213346,-115.071212
"IVSF","2921 Marion Drive Unit 109","North Las Vegas","Nevada","89115",676000,2018,32003,"Clark","Specialty Small and Light Products","2921 Marion Drive Unit 109, North Las Vegas, Nevada, 89115","Marion Dr, Las Vegas, NV, United States of America",36.212803,-115.071213
"VGT1","5802 E Tropical Parkway","North Las Vegas","Nevada","89115",855000,2021,32003,"Clark","Small Sortable","5802 E Tropical Parkway, North Las Vegas, Nevada, 89115","Amazon VGT1, 5802 East Tropical Parkway, North Las Vegas, NV 89115, United States of America",36.2718262,-115.0439926
"SNV1","7970 S Valley View Blvd, Suite 130","Las Vegas","Nevada","89139",150000,2021,32003,"Clark","Mini Fulfillment Center / Amazon Fresh / Delivery Station for Las Vegas with Same Day Delivery Service within 45 Minutes Drive Time. Sq Ft is an Estimate.","7970 S Valley View Blvd, Suite 130, Las Vegas, Nevada, 89139","South Valley View Boulevard, Las Vegas, NV 89102, United States of America",36.1310213,-115.1901761
"RNO4","8000 North Virginia Street","Reno","Nevada","89506",634000,2015,32031,"Washoe","Large and Bulk Goods Facility replaced the Fernley, Nevada FC","8000 North Virginia Street, Reno, Nevada, 89506","Amazon RNO4, 8000 North Virginia Street, Reno, NV 89506, United States of America",39.6038686,-119.8484185
"LGB1","2417 E Carson St","Long Beach","California","90810",468100,NA,6037,"Los Angeles","Supplemental Seasonal FC","2417 E Carson St, Long Beach, California, 90810","East Carson Street, Long Beach, CA 90810, United States of America",33.8317353,-118.2161678
"XLA3","16047 Cypress Ave","Chino","California","91708",613800,2020,6071,"San Bernardino","Large Non-Sortable Operated by 3PL NFI Industries Sq Ft is an estimate","16047 Cypress Ave, Chino, California, 91708","16047 Cypress Avenue, Chino, CA 91708, United States of America",33.9670623,-117.6624982
"SNA6/SLA5/SNA9/DCA2","5250 Goodman Way 5040 Goodman Way, Building B","Eastvale","California","91752-5088",103320,2016,6065,"Riverside","SNA6 is Amazon Robotics Sortable. SLA5 is likely a sortation center. SNA9 is Amazon Robotics Quick Deploy Fulfillment Center which includes Print on Demand Book facility. Amazon Fresh facility. Delivery Station DCA2 is focused on food delivery for Whole Foods / Amazon Fresh stores","5250 Goodman Way 5040 Goodman Way, Building B, Eastvale, California, 91752-5088","Mira Loma, California, United States of America",33.98549,-117.51472
"LGB3","4950 Goodman Way Building 1","Eastvale","California","91752-5087",885000,2018,6065,"Riverside","Amazon Robotics Small Sortable 4-Story Building","4950 Goodman Way Building 1, Eastvale, California, 91752-5087","Amazon LGB3, 4950 Goodman Way, Eastvale, CA 91752, United States of America",33.9985238,-117.5528497
"","","Ontario","California","91761",800000,2022,6071,"San Bernardino","1500 Associates",", Ontario, California, 91761","Ontario, California, United States of America",34.065846,-117.6484304
"SCA4","16915 Via Del Campo","San Diego","California","92127-1717",141500,2021,6073,"San Diego","SCA4 is a Mini Fulfillment Center / Amazon Fresh / Delivery Station for San Diego Same Day Delivery Service within 45 minutes Drive Time.","16915 Via Del Campo, San Diego, California, 92127-1717","16915 Via del Campo, San Diego, CA 92127, United States of America",33.0166397,-117.0898114
"SAN3","6971 Otay Mesa Road","San Diego","California","92154-5722",640000,2021,6073,"San Diego","Project Arcilia 5-story Small Sortable FC.","6971 Otay Mesa Road, San Diego, California, 92154-5722","Amazon SAN3, 6971 Otay Mesa Road, San Diego County, CA 92154, United States of America",32.5657675,-116.9313795
"","Otay Mesa Road","San Diego","California","92154",702500,2022,6073,"San Diego","Role of Facility TBD","Otay Mesa Road, San Diego, California, 92154","Otay Mesa Road, San Diego, CA 92173, United States of America",32.5682634,-117.0125622
"","36900 W 4th Street","Beaumont","California","92223",1000200,2022,6065,"Riverside","Large Non-Sortable FC.","36900 W 4th Street, Beaumont, California, 92223","West 4th Street, Beaumont, CA 92223, United States of America",33.9274291,-117.0078799
"PSP1","1010 West Fourth Street","Beaumont","California","92223-2684",640000,2020,6065,"Riverside","Small Sortable Project Cherry","1010 West Fourth Street, Beaumont, California, 92223-2684","W 4th St, Beaumont, CA, United States of America",33.926349,-116.998758
"PCA3/XIX6","10681 Production Ave Building 6","Fontana","California","92337-8006",600000,2019,6071,"San Bernardino","PCA3 is a Seasonal Overflow / Cross Dock Facility. XIX6 is a small inbound Cross Dock operation Sq Ft is an estimate","10681 Production Ave Building 6, Fontana, California, 92337-8006","Production Pl, Victorville, CA, United States of America",34.483741,-117.28713
"XUSV","2255 W Lugonia Ave","Redlands","California","92374-5049",601300,2018,6071,"San Bernardino","Stocking center for large non-sortable. Facility caught fire 2020-dun-05.","2255 W Lugonia Ave, Redlands, California, 92374-5049","2255 West Lugonia Avenue, Redlands, CA 92374, United States of America",34.0686688,-117.2331082
"ONT9","2125 W San Bernardino Ave","Redlands","California","92374-5005",777600,2014,6071,"San Bernardino","Non-Sortable Fulfillment Center Ships large items (e g televisions)","2125 W San Bernardino Ave, Redlands, California, 92374-5005","Amazon Fulfillment Center ONT9, 2125 West San Bernardino Avenue, Redlands, CA 92374, United States of America",34.0757489,-117.2284215
"LGB4","27517 Pioneer Ave","Redlands","California","92374-1501",777600,NA,6071,"San Bernardino","Larger items, such as sports equipment, patio furniture and pet food","27517 Pioneer Ave, Redlands, California, 92374-1501","Amazon LGB4, 27517 Pioneer Avenue, Redlands, CA 92374, United States of America",34.0795324,-117.2038964
"LGB7","1660 N Linden Ave","Rialto","California","92376",850000,2019,6071,"San Bernardino","Small Sortable books, small electronics, school supplies and home goods","1660 N Linden Ave, Rialto, California, 92376","Amazon Fulfillment Center LGB7, 1660 North Linden Avenue, Rialto, CA 92376, United States of America",34.1319713,-117.4055708
"SNA4","2496 West Walnut Ave","Rialto","California","92376-3009",882200,2015,6071,"San Bernardino","Large Non-Sortable 300 people","2496 West Walnut Ave, Rialto, California, 92376-3009","West Walnut Avenue, Rialto, CA 92376, United States of America",34.1286524,-117.3771771
"TEN2","1590 Tamarind Ave","Rialto","California","92376-3008",543400,2016,6071,"San Bernardino","Large Non-Sortable","1590 Tamarind Ave, Rialto, California, 92376-3008","Subaru, 1590 North Tamarind Avenue, Rialto, CA 92376, United States of America",34.1271468,-117.4249567
"","Caliente Road & 115","Hesperia","California","92394",1000000,2022,6071,"San Bernardino","Large Non-Sortable 1.000 associates","Caliente Road & 115, Hesperia, California, 92394","Caliente Road, Hesperia, CA 92344, United States of America",34.3994827,-117.4035291
"ONT2/ONT3/ONT4/ONT7","1910 & 2020 E Central Ave Building 3","San Bernardino","California","92408-0123",950000,2012,6071,"San Bernardino","ONT2 is Small Sortable ONT3 is Make on Demand Printing (MOD) ONT7 is Pantry 2.000 associates","1910 & 2020 E Central Ave Building 3, San Bernardino, California, 92408-0123","E Central Ave, San Bernardino, CA, United States of America",34.085803,-117.251805
"SBD2","1494 S Waterman Ave","San Bernardino","California","92408-2805",103210,2020,6071,"San Bernardino","Large Non-Sortable","1494 S Waterman Ave, San Bernardino, California, 92408-2805","Amazon SBD2, 1494 South Waterman Avenue, San Bernardino, CA 92408, United States of America",34.0733701,-117.2823016
"SNA7/SNA8/LGB5/XIX7/KRB1","555 East Orange Show Rd","San Bernardino","California","92408-2453",1102600,2016,6071,"San Bernardino","SNA7 is Amazon Robotics Large Sortable SNA8 is Amazon Robotics Quick Deploy XIX7 is Inbound Cross Dock KRB1 is Amazon Kariba FC (Amazon Basics line of products)","555 East Orange Show Rd, San Bernardino, California, 92408-2453","Amazon, 555 East Orange Show Road, San Bernardino, CA 92408, United States of America",34.0783622,-117.2732931
"LGB6","20901 Krameria Avenue","Riverside","California","92508",1000000,2017,6065,"Riverside","Large Non-Sortable","20901 Krameria Avenue, Riverside, California, 92508","Krameria Avenue, Riverside, CA 92508, United States of America",33.8799675,-117.3400952
"ONT6/HLA3","24208 San Michele Rd","Moreno Valley","California","92551-9561",1254600,2014,6065,"Riverside","ONT6 is a Legacy Apparel & Footwear Fulfillment Center with 1,800 associates HLA3 is a heavy/bulky delivery station for products 60 - 300 Lbs","24208 San Michele Rd, Moreno Valley, California, 92551-9561","Amazon ONT6, 24208 San Michele Road, Moreno Valley, CA 92551, United States of America",33.8720683,-117.2381747
"PCA21/KRB4","4501 Patterson Ave","Perris","California","92571-9722",800000,2021,6065,"Riverside","PCA2 is a Seasonal Overflow / Cross Dock Facility. KRB4 is an Amazon Kariba FC (Amazon Basics line of products).","4501 Patterson Ave, Perris, California, 92571-9722","Amazon, 4501 Patterson Avenue, Perris, CA 92571, United States of America",33.8499855,-117.2501876
"XUSO","657 Nance street","Perris","California","92571",864000,2017,6065,"Riverside","Large Non-Sortable Operated by 3PL NFI Industries","657 Nance street, Perris, California, 92571","Nance Street, Perris, CA 92551, United States of America",33.8554771,-117.2213015
"LGB9/HLA4","4375 N Perris Blvd","Perris","California","92571",100860,2020,6065,"Riverside","Large Non-Sortable (LGB9). HLA4 is a co- located Heavy/Bulky Delivery Station.","4375 N Perris Blvd, Perris, California, 92571","North Perris Boulevard, Perris, CA 92571, United States of America",33.7901142,-117.2261211
"SAX2","150 E Radio Rd Building B","Corona","California","92879",168100,2021,6065,"Riverside","Role of Facility TBD","150 E Radio Rd Building B, Corona, California, 92879","Radio Road, Corona, CA 91719, United States of America",33.8742121,-117.5431769
"OXR1","3100 Sakioka Drive","Oxnard","California","93030-8966",857200,2021,6111,"Ventura","4-story Small Sortable FC. 1000 Associates. Project Bruin.","3100 Sakioka Drive, Oxnard, California, 93030-8966","Sakioka Drive, Oxnard, CA 93030, United States of America",34.2150794,-119.1410939
"BFL2","4500 Express Ave","Shafter","California","93263",100000,2021,6029,"Kern","Specialty Soft Lines (Apparel & Footwear).","4500 Express Ave, Shafter, California, 93263","Amazon BFL2, 4500 Express Avenue, City of Shafter, CA 93623, United States of America",35.458885,-119.1998717
"FAT2","3315 N Kelsey St","Visalia","California","93291-9308",1000000,2021,6107,"Tulare","Large Non-Sortable.","3315 N Kelsey St, Visalia, California, 93291-9308","Amazon FAT2, 3315 North Kelsey Street, Visalia, CA 93291, United States of America",36.3588782,-119.3878051
"BFL1","1601 Petrol Road","Bakersfield","California","93308",640000,2020,6029,"Kern","Small Sortable.","1601 Petrol Road, Bakersfield, California, 93308","Amazon BFL1, 1601 Petrol Road, Bakersfield, CA 93308, United States of America",35.4468565,-119.0502514
"FAT1","3575 S Orange Ave","Fresno","California","93725-9366",855000,2018,6019,"Fresno","Sortable 2500 associates","3575 S Orange Ave, Fresno, California, 93725-9366","Amazon FAT1, 3575 South Orange Avenue, Fresno County, CA 93725, United States of America",36.6836906,-119.7657314
"","8820 Santa Teresa Blvd","San Jose","California","95141",800000,2023,6085,"Santa Clara County","Small Sortable 3 storeies high Not confirmed yet. Under protest Sq ft is an estimate","8820 Santa Teresa Blvd, San Jose, California, 95141","8820 Santa Teresa Boulevard, San Jose, CA 95037, United States of America",37.2007587,-121.7359984
"SCK1","4532 Newcastle Road","Stockton","California","95215-9465",1122300,2020,6077,"San Joaquin","Large Non-Sortable","4532 Newcastle Road, Stockton, California, 95215-9465","Amazon SCK1, 4532 Newcastle Road, Stockton, CA 95215, United States of America",37.9141548,-121.1975592
"OAK4","1555 N Chrisman Rd","Tracy","California","95304-9370",120000,2013,6077,"San Joaquin","OAK4 is a Small Sortable Fulfillment Center","1555 N Chrisman Rd, Tracy, California, 95304-9370","OAK4 Amazon Fulfillment Center, 1555 North Chrisman Road, Tracy, CA 95304, United States of America",37.7430048,-121.4047365
"SCK3/HSF5","3565 N Airport Way","Manteca","California","95336-8696",746800,2020,6077,"San Joaquin","Large Non-Sortable","3565 N Airport Way, Manteca, California, 95336-8696","Airport Way, Manteca, CA, United States of America",37.872194,-121.254618
"OAK3","255 Park Center Drive","Patterson","California","95363-8876",1000000,2013,6099,"Stanislaus","Project X. Large Non-Sortable 1600 people","255 Park Center Drive, Patterson, California, 95363-8876","Amazon OAK3, 255 Park Center Drive, Patterson, CA 95363, United States of America",37.4698085,-121.16647
"PCA1","1565 N MacArthur Drive","Tracy","California","95376",NA,2017,6077,"San Joaquin","Amazon uses a portion of this space as a seasonal facility","1565 N MacArthur Drive, Tracy, California, 95376","Amazon PCA1, 1565 North MacArthur Drive, Tracy, CA 95376, United States of America",37.7465524,-121.411057
"SJC7","188 S Mountain House Parkway","Tracy","California","95377-8906",1001400,2016,6077,"San Joaquin","Large Non-Sortable. Ships larger products such as barbecues and appliances.","188 S Mountain House Parkway, Tracy, California, 95377-8906","Mountain House Pkwy, Tracy, CA, United States of America",37.780523,-121.531519
"","1012 Fransil Lane","Turlock","California","95380",1080300,2022,6099,"Stanislaus","Large Non-Sortable FC. Project Hornet.","1012 Fransil Lane, Turlock, California, 95380","1012 Fransil Lane, Turlock, CA 95380, United States of America",37.501938,-120.8898572
"","1012 Fransil Lane","Turlock","California","95380",1080300,2022,6099,"Stanislaus","Large Non-Sortable FC. Project Hornet.","1012 Fransil Lane, Turlock, California, 95380","1012 Fransil Lane, Turlock, CA 95380, United States of America",37.501938,-120.8898572
"SMF1","4900 W Elkhorn Blvd","Sacramento","California","95835-9505",855000,2017,6067,"Sacramento","Small Sortable","4900 W Elkhorn Blvd, Sacramento, California, 95835-9505","4900 West Elkhorn Boulevard, Sacramento County, CA 95835, United States of America",38.6792565,-121.5728357
"SMF6","4930 Allbaugh Drive","Sacramento","California","95837-9109",1000000,2021,6067,"Sacramento","Large Non-Sortable","4930 Allbaugh Drive, Sacramento, California, 95837-9109","Amazon SMF6, 4930 Allbaugh Drive, Sacramento County, CA 95837, United States of America",38.7069468,-121.572816
"PDX9","1250 NW Swigert Way","Troutdale","Oregon","97060",855000,2018,41051,"Multnomah","Small Sortable","1250 NW Swigert Way, Troutdale, Oregon, 97060","Amazon PDX9, 1250 Northwest Swigert Way, Troutdale, OR 97060, United States of America",45.5533859,-122.4011996
