"county_fips","State","County_Name","Population_2010","RUCC_2013","Description","fips_code","name","lng","lat","lat_rounded","lng_rounded","code","address","city","state","zip","square_footage","year_opened","county_name","description","placenames","oc_formatted","oc_lat","oc_lng","lat_rounded_fc","lng_rounded_fc","group"
36045,"NY","Jefferson County",116229,3,"Metro - Counties in metro areas of fewer than 250,000 population",36045,"Jefferson",-75.93125006,44.04796973,44.055,-75.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
36109,"NY","Tompkins County",101564,3,"Metro - Counties in metro areas of fewer than 250,000 population",36109,"Tompkins",-76.47381763,42.45222263,42.455,-76.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
36111,"NY","Ulster County",182493,3,"Metro - Counties in metro areas of fewer than 250,000 population",36111,"Ulster",-74.25878826,41.888126,41.895,-74.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
36113,"NY","Warren County",65707,3,"Metro - Counties in metro areas of fewer than 250,000 population",36113,"Warren",-73.84603737,43.56091887,43.565,-73.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
36115,"NY","Washington County",63216,3,"Metro - Counties in metro areas of fewer than 250,000 population",36115,"Washington",-73.430748,43.31320642,43.315,-73.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37001,"NC","Alamance County",151131,3,"Metro - Counties in metro areas of fewer than 250,000 population",37001,"Alamance",-79.39913194,36.04378576,36.045,-79.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37049,"NC","Craven County",103505,3,"Metro - Counties in metro areas of fewer than 250,000 population",37049,"Craven",-77.09255683,35.12343918,35.125,-77.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37065,"NC","Edgecombe County",56552,3,"Metro - Counties in metro areas of fewer than 250,000 population",37065,"Edgecombe",-77.59635385,35.91303781,35.915,-77.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37103,"NC","Jones County",10153,3,"Metro - Counties in metro areas of fewer than 250,000 population",37103,"Jones",-77.35562096,35.02185042,35.025,-77.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37127,"NC","Nash County",95840,3,"Metro - Counties in metro areas of fewer than 250,000 population",37127,"Nash",-77.9861842,35.96771851,35.975,-77.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37133,"NC","Onslow County",177772,3,"Metro - Counties in metro areas of fewer than 250,000 population",37133,"Onslow",-77.42736897,34.72975141,34.725,-77.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37137,"NC","Pamlico County",13144,3,"Metro - Counties in metro areas of fewer than 250,000 population",37137,"Pamlico",-76.72927678,35.14691784,35.145,-76.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37147,"NC","Pitt County",168148,3,"Metro - Counties in metro areas of fewer than 250,000 population",37147,"Pitt",-77.37489067,35.59325583,35.595,-77.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
37191,"NC","Wayne County",122623,3,"Metro - Counties in metro areas of fewer than 250,000 population",37191,"Wayne",-78.00407767,35.36389637,35.365,-78.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
38015,"ND","Burleigh County",81308,3,"Metro - Counties in metro areas of fewer than 250,000 population",38015,"Burleigh",-100.4687948,46.97733689,46.975,-100.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
38035,"ND","Grand Forks County",66861,3,"Metro - Counties in metro areas of fewer than 250,000 population",38035,"Grand Forks",-97.45708074,47.92166578,47.925,-97.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
38059,"ND","Morton County",27471,3,"Metro - Counties in metro areas of fewer than 250,000 population",38059,"Morton",-101.2808428,46.71620349,46.715,-101.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
38065,"ND","Oliver County",1846,3,"Metro - Counties in metro areas of fewer than 250,000 population",38065,"Oliver",-101.3403504,47.115508,47.115,-101.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
38085,"ND","Sioux County",4153,3,"Metro - Counties in metro areas of fewer than 250,000 population",38085,"Sioux",-101.0403323,46.11262812,46.115,-101.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39003,"OH","Allen County",106331,3,"Metro - Counties in metro areas of fewer than 250,000 population",39003,"Allen",-84.10584177,40.77151716,40.775,-84.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39013,"OH","Belmont County",70400,3,"Metro - Counties in metro areas of fewer than 250,000 population",39013,"Belmont",-80.98861998,40.01576203,40.015,-80.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39023,"OH","Clark County",138333,3,"Metro - Counties in metro areas of fewer than 250,000 population",39023,"Clark",-83.78354054,39.91660044,39.915,-83.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39081,"OH","Jefferson County",69709,3,"Metro - Counties in metro areas of fewer than 250,000 population",39081,"Jefferson",-80.76113054,40.38470042,40.385,-80.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39139,"OH","Richland County",124475,3,"Metro - Counties in metro areas of fewer than 250,000 population",39139,"Richland",-82.53676639,40.77482478,40.775,-82.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
40031,"OK","Comanche County",124098,3,"Metro - Counties in metro areas of fewer than 250,000 population",40031,"Comanche",-98.47164344,34.6620099,34.655,-98.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
40033,"OK","Cotton County",6193,3,"Metro - Counties in metro areas of fewer than 250,000 population",40033,"Cotton",-98.37225719,34.2900592,34.295,-98.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41003,"OR","Benton County",85579,3,"Metro - Counties in metro areas of fewer than 250,000 population",41003,"Benton",-123.428743,44.49161157,44.495,-123.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41017,"OR","Deschutes County",157733,3,"Metro - Counties in metro areas of fewer than 250,000 population",41017,"Deschutes",-121.227881,43.91469217,43.915,-121.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41029,"OR","Jackson County",203206,3,"Metro - Counties in metro areas of fewer than 250,000 population",41029,"Jackson",-122.728377,42.43216537,42.435,-122.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41033,"OR","Josephine County",82713,3,"Metro - Counties in metro areas of fewer than 250,000 population",41033,"Josephine",-123.5552595,42.36551155,42.365,-123.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41043,"OR","Linn County",116672,3,"Metro - Counties in metro areas of fewer than 250,000 population",41043,"Linn",-122.5341835,44.48880768,44.495,-122.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42001,"PA","Adams County",101407,3,"Metro - Counties in metro areas of fewer than 250,000 population",42001,"Adams",-77.21807609,39.87146641,39.865,-77.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42013,"PA","Blair County",127089,3,"Metro - Counties in metro areas of fewer than 250,000 population",42013,"Blair",-78.34882696,40.48075545,40.475,-78.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42021,"PA","Cambria County",143679,3,"Metro - Counties in metro areas of fewer than 250,000 population",42021,"Cambria",-78.71388554,40.49518786,40.495,-78.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42027,"PA","Centre County",153990,3,"Metro - Counties in metro areas of fewer than 250,000 population",42027,"Centre",-77.81986792,40.91933775,40.925,-77.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42037,"PA","Columbia County",67295,3,"Metro - Counties in metro areas of fewer than 250,000 population",42037,"Columbia",-76.4051503,41.04903639,41.055,-76.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42055,"PA","Franklin County",149618,3,"Metro - Counties in metro areas of fewer than 250,000 population",42055,"Franklin",-77.72158008,39.92745705,39.925,-77.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42075,"PA","Lebanon County",133568,3,"Metro - Counties in metro areas of fewer than 250,000 population",42075,"Lebanon",-76.45759104,40.36716938,40.365,-76.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42081,"PA","Lycoming County",116111,3,"Metro - Counties in metro areas of fewer than 250,000 population",42081,"Lycoming",-77.06520269,41.34394419,41.345,-77.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42089,"PA","Monroe County",169842,3,"Metro - Counties in metro areas of fewer than 250,000 population",42089,"Monroe",-75.33930212,41.05812363,41.065,-75.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42093,"PA","Montour County",18267,3,"Metro - Counties in metro areas of fewer than 250,000 population",42093,"Montour",-76.65904667,41.02752391,41.035,-76.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
45013,"SC","Beaufort County",162233,3,"Metro - Counties in metro areas of fewer than 250,000 population",45013,"Beaufort",-80.73004378,32.3853684,32.385,-80.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
45031,"SC","Darlington County",68681,3,"Metro - Counties in metro areas of fewer than 250,000 population",45031,"Darlington",-79.95766082,34.33234414,34.335,-79.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
45041,"SC","Florence County",136885,3,"Metro - Counties in metro areas of fewer than 250,000 population",45041,"Florence",-79.70224581,34.02447241,34.025,-79.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
45053,"SC","Jasper County",24777,3,"Metro - Counties in metro areas of fewer than 250,000 population",45053,"Jasper",-81.03177638,32.43633197,32.435,-81.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
45085,"SC","Sumter County",107456,3,"Metro - Counties in metro areas of fewer than 250,000 population",45085,"Sumter",-80.38227873,33.91600797,33.915,-80.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
46033,"SD","Custer County",8216,3,"Metro - Counties in metro areas of fewer than 250,000 population",46033,"Custer",-103.4514908,43.67736837,43.675,-103.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
46083,"SD","Lincoln County",44828,3,"Metro - Counties in metro areas of fewer than 250,000 population",46083,"Lincoln",-96.7217084,43.27884092,43.285,-96.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
46087,"SD","McCook County",5618,3,"Metro - Counties in metro areas of fewer than 250,000 population",46087,"McCook",-97.36854569,43.67426214,43.675,-97.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
46093,"SD","Meade County",25434,3,"Metro - Counties in metro areas of fewer than 250,000 population",46093,"Meade",-102.7166458,44.56667531,44.565,-102.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
46103,"SD","Pennington County",100948,3,"Metro - Counties in metro areas of fewer than 250,000 population",46103,"Pennington",-102.8239659,44.00397449,44.005,-102.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
46125,"SD","Turner County",8347,3,"Metro - Counties in metro areas of fewer than 250,000 population",46125,"Turner",-97.14865776,43.3109081,43.315,-97.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
46127,"SD","Union County",14399,3,"Metro - Counties in metro areas of fewer than 250,000 population",46127,"Union",-96.65571268,42.83182818,42.835,-96.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47019,"TN","Carter County",57424,3,"Metro - Counties in metro areas of fewer than 250,000 population",47019,"Carter",-82.12769739,36.29228876,36.295,-82.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47023,"TN","Chester County",17131,3,"Metro - Counties in metro areas of fewer than 250,000 population",47023,"Chester",-88.61425832,35.42206909,35.425,-88.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47033,"TN","Crockett County",14586,3,"Metro - Counties in metro areas of fewer than 250,000 population",47033,"Crockett",-89.13938582,35.81376271,35.815,-89.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47063,"TN","Hamblen County",62544,3,"Metro - Counties in metro areas of fewer than 250,000 population",47063,"Hamblen",-83.26632471,36.2171435,36.215,-83.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47089,"TN","Jefferson County",51407,3,"Metro - Counties in metro areas of fewer than 250,000 population",47089,"Jefferson",-83.44652522,36.0513409,36.045,-83.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47113,"TN","Madison County",98294,3,"Metro - Counties in metro areas of fewer than 250,000 population",47113,"Madison",-88.83867386,35.60806385,35.615,-88.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47139,"TN","Polk County",16825,3,"Metro - Counties in metro areas of fewer than 250,000 population",47139,"Polk",-84.52298798,35.11993556,35.115,-84.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47171,"TN","Unicoi County",18313,3,"Metro - Counties in metro areas of fewer than 250,000 population",47171,"Unicoi",-82.43228458,36.11077416,36.115,-82.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47179,"TN","Washington County",122979,3,"Metro - Counties in metro areas of fewer than 250,000 population",47179,"Washington",-82.49711101,36.293414,36.295,-82.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48009,"TX","Archer County",9054,3,"Metro - Counties in metro areas of fewer than 250,000 population",48009,"Archer",-98.68754589,33.61569967,33.615,-98.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48037,"TX","Bowie County",92565,3,"Metro - Counties in metro areas of fewer than 250,000 population",48037,"Bowie",-94.42378182,33.44693757,33.445,-94.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48041,"TX","Brazos County",194851,3,"Metro - Counties in metro areas of fewer than 250,000 population",48041,"Brazos",-96.30208322,30.66074221,30.665,-96.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48051,"TX","Burleson County",17187,3,"Metro - Counties in metro areas of fewer than 250,000 population",48051,"Burleson",-96.62105771,30.49219576,30.495,-96.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48059,"TX","Callahan County",13544,3,"Metro - Counties in metro areas of fewer than 250,000 population",48059,"Callahan",-99.37326312,32.29760619,32.295,-99.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48077,"TX","Clay County",10752,3,"Metro - Counties in metro areas of fewer than 250,000 population",48077,"Clay",-98.20837415,33.78558981,33.785,-98.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48135,"TX","Ector County",137130,3,"Metro - Counties in metro areas of fewer than 250,000 population",48135,"Ector",-102.5429428,31.86898877,31.875,-102.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48175,"TX","Goliad County",7210,3,"Metro - Counties in metro areas of fewer than 250,000 population",48175,"Goliad",-97.42628751,28.65724851,28.655,-97.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48181,"TX","Grayson County",120877,3,"Metro - Counties in metro areas of fewer than 250,000 population",48181,"Grayson",-96.67774905,33.62702927,33.625,-96.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48183,"TX","Gregg County",121730,3,"Metro - Counties in metro areas of fewer than 250,000 population",48183,"Gregg",-94.81675582,32.4801034,32.475,-94.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48235,"TX","Irion County",1599,3,"Metro - Counties in metro areas of fewer than 250,000 population",48235,"Irion",-100.982439,31.30375559,31.305,-100.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48253,"TX","Jones County",20202,3,"Metro - Counties in metro areas of fewer than 250,000 population",48253,"Jones",-99.87871324,32.7400927,32.745,-99.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48317,"TX","Martin County",4799,3,"Metro - Counties in metro areas of fewer than 250,000 population",48317,"Martin",-101.9513518,32.30600051,32.305,-101.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48329,"TX","Midland County",136872,3,"Metro - Counties in metro areas of fewer than 250,000 population",48329,"Midland",-102.0315682,31.86904128,31.875,-102.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48395,"TX","Robertson County",16622,3,"Metro - Counties in metro areas of fewer than 250,000 population",48395,"Robertson",-96.51322902,31.02665136,31.025,-96.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48401,"TX","Rusk County",53330,3,"Metro - Counties in metro areas of fewer than 250,000 population",48401,"Rusk",-94.76183346,32.10819843,32.115,-94.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48423,"TX","Smith County",209714,3,"Metro - Counties in metro areas of fewer than 250,000 population",48423,"Smith",-95.26908279,32.37521162,32.375,-95.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48441,"TX","Taylor County",131506,3,"Metro - Counties in metro areas of fewer than 250,000 population",48441,"Taylor",-99.88996827,32.30175703,32.295,-99.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48451,"TX","Tom Green County",110224,3,"Metro - Counties in metro areas of fewer than 250,000 population",48451,"Tom Green",-100.4624522,31.40455473,31.405,-100.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48459,"TX","Upshur County",39309,3,"Metro - Counties in metro areas of fewer than 250,000 population",48459,"Upshur",-94.94114818,32.73670474,32.735,-94.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48469,"TX","Victoria County",86793,3,"Metro - Counties in metro areas of fewer than 250,000 population",48469,"Victoria",-96.97135956,28.7960712,28.795,-96.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48485,"TX","Wichita County",131500,3,"Metro - Counties in metro areas of fewer than 250,000 population",48485,"Wichita",-98.7035838,33.98806865,33.995,-98.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
49005,"UT","Cache County",112656,3,"Metro - Counties in metro areas of fewer than 250,000 population",49005,"Cache",-111.743741,41.72255404,41.725,-111.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
49053,"UT","Washington County",138115,3,"Metro - Counties in metro areas of fewer than 250,000 population",49053,"Washington",-113.5045338,37.28047916,37.285,-113.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
50007,"VT","Chittenden County",156545,3,"Metro - Counties in metro areas of fewer than 250,000 population",50007,"Chittenden",-73.08101275,44.46109238,44.465,-73.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
50011,"VT","Franklin County",47746,3,"Metro - Counties in metro areas of fewer than 250,000 population",50011,"Franklin",-72.9120833,44.85745972,44.855,-72.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
50013,"VT","Grand Isle County",6970,3,"Metro - Counties in metro areas of fewer than 250,000 population",50013,"Grand Isle",-73.29488547,44.79689986,44.795,-73.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51003,"VA","Albemarle County",98970,3,"Metro - Counties in metro areas of fewer than 250,000 population",51003,"Albemarle",-78.55661903,38.02273165,38.025,-78.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51015,"VA","Augusta County",73750,3,"Metro - Counties in metro areas of fewer than 250,000 population",51015,"Augusta",-79.13408568,38.16483645,38.165,-79.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51029,"VA","Buckingham County",17146,3,"Metro - Counties in metro areas of fewer than 250,000 population",51029,"Buckingham",-78.52851211,37.57196671,37.575,-78.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51063,"VA","Floyd County",15279,3,"Metro - Counties in metro areas of fewer than 250,000 population",51063,"Floyd",-80.36184172,36.93162812,36.935,-80.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51065,"VA","Fluvanna County",25691,3,"Metro - Counties in metro areas of fewer than 250,000 population",51065,"Fluvanna",-78.27765024,37.84216441,37.845,-78.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51071,"VA","Giles County",17286,3,"Metro - Counties in metro areas of fewer than 250,000 population",51071,"Giles",-80.70422242,37.31404444,37.315,-80.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51079,"VA","Greene County",18403,3,"Metro - Counties in metro areas of fewer than 250,000 population",51079,"Greene",-78.46704277,38.29731238,38.295,-78.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51121,"VA","Montgomery County",94392,3,"Metro - Counties in metro areas of fewer than 250,000 population",51121,"Montgomery",-80.38642559,37.17483569,37.175,-80.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51125,"VA","Nelson County",15020,3,"Metro - Counties in metro areas of fewer than 250,000 population",51125,"Nelson",-78.88692463,37.7874546,37.785,-78.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51155,"VA","Pulaski County",34872,3,"Metro - Counties in metro areas of fewer than 250,000 population",51155,"Pulaski",-80.71348404,37.0632927,37.065,-80.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51165,"VA","Rockingham County",76314,3,"Metro - Counties in metro areas of fewer than 250,000 population",51165,"Rockingham",-78.87581609,38.51221007,38.515,-78.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51540,"VA","Charlottesville city",43475,3,"Metro - Counties in metro areas of fewer than 250,000 population",51540,"Charlottesville",-78.48233004,38.03742163,38.035,-78.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51660,"VA","Harrisonburg city",48914,3,"Metro - Counties in metro areas of fewer than 250,000 population",51660,"Harrisonburg",-78.87397667,38.43833151,38.445,-78.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51750,"VA","Radford city",16408,3,"Metro - Counties in metro areas of fewer than 250,000 population",51750,"Radford",-80.55838396,37.12313924,37.125,-80.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51790,"VA","Staunton city",23746,3,"Metro - Counties in metro areas of fewer than 250,000 population",51790,"Staunton",-79.05960219,38.15909322,38.155,-79.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51820,"VA","Waynesboro city",21006,3,"Metro - Counties in metro areas of fewer than 250,000 population",51820,"Waynesboro",-78.90109101,38.06830271,38.075,-78.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51840,"VA","Winchester city",26203,3,"Metro - Counties in metro areas of fewer than 250,000 population",51840,"Winchester",-78.17299993,39.17278399,39.175,-78.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
53003,"WA","Asotin County",21623,3,"Metro - Counties in metro areas of fewer than 250,000 population",53003,"Asotin",-117.2027907,46.19177089,46.195,-117.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
53007,"WA","Chelan County",72453,3,"Metro - Counties in metro areas of fewer than 250,000 population",53007,"Chelan",-120.6188281,47.86921949,47.875,-120.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
53013,"WA","Columbia County",4078,3,"Metro - Counties in metro areas of fewer than 250,000 population",53013,"Columbia",-117.9078252,46.29796069,46.305,-117.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
53015,"WA","Cowlitz County",102410,3,"Metro - Counties in metro areas of fewer than 250,000 population",53015,"Cowlitz",-122.6802732,46.19321499,46.195,-122.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
53017,"WA","Douglas County",38431,3,"Metro - Counties in metro areas of fewer than 250,000 population",53017,"Douglas",-119.6917069,47.73589576,47.735,-119.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
53057,"WA","Skagit County",116901,3,"Metro - Counties in metro areas of fewer than 250,000 population",53057,"Skagit",-121.7319234,48.47967845,48.485,-121.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
